Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
240843,hbo go comcast,17-04-2015,09:30:48,Customer Care Call,Boston,Massachusetts,2215,Closed,No
256620,Comcast Slow Internet,25-04-2015,01:47:46,Customer Care Call,Boston,Massachusetts,2125,Solved,No
331321,Slow Internet Speeds,06-09-2015,18:14:18,Customer Care Call,Boston,Massachusetts,2116,Solved,No
359031,Comcast Billing pratice,23-06-2015,15:41:20,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes
360419,Comcast overbilled me and added numerous hidden charges,23-06-2015,22:58:16,Internet,Boston,Massachusetts,2114,Solved,No
362450,Unfair billing practices of Comcast,24-06-2015,15:40:31,Customer Care Call,Boston,Massachusetts,2115,Solved,No
215573,HBO GO blocked on Amazon Fire TV,04-02-2015,22:25:22,Internet,Bothell,Washington,98012,Closed,No
317979,Comcast Outage/poor service 6/1,06-01-2015,22:07:53,Customer Care Call,Bothell,Washington,98021,Closed,No
231412,Comcast Agreement,04-12-2015,19:29:06,Customer Care Call,Boulder,Colorado,80303,Closed,No
292412,False contract repersentation,15-05-2015,16:34:23,Customer Care Call,Boulder,Colorado,80304,Solved,Yes
370586,"Extremely low speeds, and no help",27-06-2015,21:57:04,Internet,Boulder,Colorado,80303,Open,No
370638,Comcast throttling download speed.,27-06-2015,23:03:12,Customer Care Call,Boulder,Colorado,80305,Pending,No
215789,broadband interuption,04-03-2015,09:11:15,Internet,Bourbonnais,Illinois,60914,Closed,No
260358,low internet speed,27-04-2015,21:34:24,Internet,Bourbonnais,Illinois,60914,Closed,No
212818,Incorrect Billing,04-01-2015,17:39:39,Customer Care Call,Boynton Beach,Florida,33426,Closed,No
338907,Comcast - Diversified Consultants,13-06-2015,11:48:10,Internet,Bozeman,Montana,59715,Closed,No
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,28-06-2015,17:50:11,Internet,Braintree,Massachusetts,2184,Open,No
228369,Comcast blocks HBO GO on PS4,04-10-2015,11:17:48,Customer Care Call,Brandon,Mississippi,39047,Closed,No
329488,Comcast data usage charges,06-08-2015,20:17:09,Customer Care Call,Brandon,Mississippi,39047,Solved,No
358865,Comcast Bandwidth Billing Issue,23-06-2015,15:12:16,Customer Care Call,Brandon,Mississippi,39047,Solved,No
362663,Comcast Internet speeds,24-06-2015,16:21:50,Internet,Branford,Connecticut,6405,Solved,No
235817,Comcast slow internet service,14-04-2015,19:41:02,Internet,Braselton,Georgia,30517,Closed,No
354359,Comcast Slow Internet,20-06-2015,22:01:52,Customer Care Call,Brentwood,California,94513,Open,No
316562,Comcast internet freezes up,06-01-2015,12:10:43,Internet,Brentwood,Tennessee,37027,Solved,No
283105,Comcast changed my account plan after i said no about 2-3 times,05-11-2015,11:02:33,Internet,Brick,New Jersey,8724,Solved,No
358373,lack of service from comcast,23-06-2015,13:33:50,Customer Care Call,Brick,New Jersey,8724,Open,No
360353,Comcast,23-06-2015,22:26:37,Customer Care Call,Brick,New Jersey,8724,Solved,No
360370,Comcast,23-06-2015,22:35:42,Internet,Brick,New Jersey,8724,Solved,No
360980,credit for service outage 6/23/15,24-06-2015,09:07:45,Internet,Brick,New Jersey,8723,Solved,No
300066,Unauthorized billing,20-05-2015,17:28:54,Customer Care Call,Brier,Washington,98036,Solved,No
257589,Billing overcharges,26-04-2015,09:46:58,Customer Care Call,Brigantine,New Jersey,8203,Closed,No
358720,internet/phone,23-06-2015,14:41:50,Internet,Brighton,Colorado,80601,Solved,Yes
370683,Comcast Throttling My Internet,28-06-2015,01:04:39,Customer Care Call,Brighton,Colorado,80602,Open,No
214442,Double billing from Comcast,04-02-2015,14:20:22,Customer Care Call,Brighton,Michigan,48114,Closed,No
255005,Billing Over Charges,24-04-2015,12:12:01,Internet,Brighton,Michigan,48116,Closed,No
358608,Internet Only,23-06-2015,14:22:52,Customer Care Call,Bristol,Connecticut,6010,Solved,No
264505,Continuing overcharges,29-04-2015,15:21:25,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No
308086,Home Security Forgery/Fraud,26-05-2015,17:59:35,Internet,Broadlands,Virginia,20148,Closed,No
355113,2+ Day Degraded Services,22-06-2015,08:54:47,Internet,Broadway,Virginia,22815,Solved,No
363585,Internet Bill too high,24-06-2015,22:11:44,Customer Care Call,Brockton,Massachusetts,2302,Solved,No
365533,Over paying for my Comcast Services,25-06-2015,14:36:20,Internet,Brockton,Massachusetts,2302,Solved,Yes
294208,Fees not disclosed before service was installed,17-05-2015,20:36:02,Internet,Brookhaven,Georgia,30319,Solved,No
364429,comcast service,25-06-2015,12:01:16,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
364278,Poor customer service,25-06-2015,11:27:09,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
257067,Billed for service never received,25-04-2015,15:28:33,Customer Care Call,Brookline,Massachusetts,2446,Closed,No
329486,Comcast,06-08-2015,20:16:38,Customer Care Call,Brookline,Massachusetts,2446,Solved,No
255676,disrupted internet service,24-04-2015,15:19:57,Internet,Broomfield,Colorado,80020,Closed,No
361430,Comcast Billing / Speed Issues,24-06-2015,11:30:14,Internet,Broomfield,Colorado,80020,Pending,No
362230,Have to bundle services to get advertised proce.,24-06-2015,14:45:05,Customer Care Call,Broomfield,Colorado,80021,Solved,No
367225,Comcast policies,25-06-2015,22:33:19,Internet,Broomfield,Colorado,80021,Open,No
370637,Internet Throttling,27-06-2015,22:51:38,Internet,Broomfield,Colorado,80021,Pending,No
370930,Unfair Billing Practices,28-06-2015,13:39:59,Internet,Broomfield,Colorado,80023,Solved,No
233950,Cocmast billing issues,14-04-2015,09:56:53,Internet,Brunswick,Georgia,31525,Closed,No
346447,Comcast service that didn't work,17-06-2015,16:23:56,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes
360896,Data Limit,24-06-2015,07:51:36,Customer Care Call,Brunswick,Maine,4011,Closed,No
358891,Pricing is not competive,23-06-2015,15:15:55,Customer Care Call,Buford,Georgia,30519,Solved,No
358669,comcast billing practices-unfair,23-06-2015,14:30:03,Customer Care Call,Buford,Georgia,30519,Pending,No
337181,Comcast,06-12-2015,14:22:35,Customer Care Call,Burien,Washington,98146,Solved,No
369878,Slow Internet,27-06-2015,12:07:30,Customer Care Call,Burlington,Vermont,5401,Solved,No
275759,Internet Service,05-06-2015,12:14:27,Customer Care Call,Burlington,West Virginia,26710,Closed,No
258369,Xfinity False Advertisement,27-04-2015,10:38:01,Customer Care Call,Burnsville,Minnesota,55337,Closed,No
362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",24-06-2015,15:17:05,Internet,Burnsville,Minnesota,55306,Solved,No
265612,Comcast HBO-Go Application and Sony Products,29-04-2015,23:04:49,Internet,Burr Ridge,Illinois,60527,Closed,No
249466,Never resolved problem with Comcast,22-04-2015,08:45:14,Internet,Burr Ridge,Illinois,60527,Open,No
276254,Slow Speed with the entire connection,05-06-2015,14:20:38,Internet,Buzzards Bay,Massachusetts,2532,Solved,No
360678,Comcast Possibly Throttling my Internet,24-06-2015,01:00:18,Internet,Camas,Washington,98682,Solved,No
232947,Comcast sucks,13-04-2015,16:51:51,Internet,Cambridge,Maryland,21613,Closed,No
223515,"Issues with Comcast regarding service, billing, etc",04-08-2015,10:48:14,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No
250591,Internet/TV Billing,22-04-2015,15:42:39,Internet,Cambridge,Massachusetts,2138,Closed,No
301085,difficulty to cancel services before moving,21-05-2015,12:10:49,Internet,Cambridge,Massachusetts,2141,Solved,No
340458,Comcast Incompetence/Lies/Robbery,15-06-2015,09:14:44,Customer Care Call,Cambridge,Massachusetts,2138,Open,No
357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",23-06-2015,11:20:15,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
363493,Internet Slowdown,24-06-2015,21:27:50,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
365561,Comcast price,25-06-2015,14:38:54,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No
351820,Comcast fails to fulfill request for Internet service,19-06-2015,13:16:40,Internet,Camino,California,95709,Open,No
315997,Hidden Product Installation Fee,31-05-2015,20:27:53,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No
354888,2 months and Comcast has not fixed problem,21-06-2015,20:57:27,Internet,Cane Ridge,Tennessee,37013,Solved,No
322409,FCC Complaint against comcast/xfinity on providing false information.,06-03-2015,22:20:53,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No
300123,Comcast internet,20-05-2015,17:47:44,Customer Care Call,Canton,Georgia,30114,Open,No
300124,Comcast internet,20-05-2015,17:47:50,Internet,Canton,Georgia,30114,Closed,No
306406,service issues,26-05-2015,09:13:17,Customer Care Call,Canton,Georgia,30114,Solved,No
309491,Comcast Xfinity 300G over charge,27-05-2015,14:28:05,Customer Care Call,Canton,Georgia,30115,Solved,No
321367,Internet Availability,06-03-2015,15:05:12,Customer Care Call,Canton,Georgia,30114,Solved,No
321463,Comcast Usage Caps,06-03-2015,15:36:13,Customer Care Call,Canton,Georgia,30115,Solved,No
323066,Comcast Data Usage Caps,06-04-2015,12:04:25,Internet,Canton,Georgia,30115,Solved,No
360511,Data Caps and the Extortion Methods of Comcast,23-06-2015,23:22:33,Customer Care Call,Canton,Georgia,30114,Solved,Yes
260759,No internet service,28-04-2015,09:43:57,Internet,Canton,Michigan,48187,Closed,No
216625,No service,04-03-2015,14:45:47,Internet,Canton,Michigan,48187,Closed,No
362490,Billing discrepencies and service termination hurdles,24-06-2015,15:50:02,Internet,Canton,Michigan,48188,Solved,No
358063,Billing & Data Usage,23-06-2015,12:22:28,Internet,Canton,Mississippi,39046,Solved,No
253400,"Bait and switch, unfulfilled incentives",23-04-2015,17:02:06,Internet,Carbondale,Colorado,81623,Closed,No
361104,internet speed,24-06-2015,09:58:36,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No
240138,Comcast wont refund me for over charge,16-04-2015,17:28:17,Customer Care Call,Carlsbad,California,92009,Closed,No
350243,comcast internet debacle,18-06-2015,18:05:30,Internet,Carlton,Oregon,97111,Solved,No
363169,Price and performance manipulation by Comcast for ISP,24-06-2015,18:46:43,Customer Care Call,Carmel,California,93923,Open,No
236498,Complaint against Comcast,15-04-2015,10:26:22,Internet,Carmichael,California,95609,Closed,No
295722,Comcast Internet Speed,18-05-2015,17:54:14,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes
339682,Comcast complaint,14-06-2015,00:35:59,Customer Care Call,Carteret,New Jersey,7008,Solved,No
229565,Data Caps,04-10-2015,17:12:37,Internet,Cartersville,Georgia,30121,Closed,Yes
255045,comcast unwilling to resolve data usage issue,24-04-2015,12:24:51,Customer Care Call,Cartersville,Georgia,30120,Closed,No
255050,comcast unwilling to resolve data usage issue,24-04-2015,12:26:29,Internet,Cartersville,Georgia,30120,Closed,No
258943,comcast data cap,27-04-2015,13:17:13,Internet,Cartersville,Georgia,30121,Closed,No
263893,Comcast Data usage meter,29-04-2015,12:20:31,Internet,Cartersville,Georgia,30120,Closed,No
374487,Comcast Internet Data Cap LIES,30-06-2015,12:20:12,Customer Care Call,Cartersville,Georgia,30121,Pending,No
221430,"Comcast promised $60 a month no fees, charged $70 + $8 in fees",04-07-2015,12:11:52,Internet,Castro Valley,California,94546,Closed,No
279279,Comcast Cable connection from street is underwater and structure is too high,05-07-2015,19:52:46,Internet,Castro Valley,California,94552,Open,Yes
319702,West Coast Service Issues - Comcast,06-02-2015,18:29:16,Customer Care Call,Cazadero,California,95421,Solved,No
369455,Comcast refuses to uhold contract for 2 years phone/internet,26-06-2015,22:22:21,Customer Care Call,Cazadero,California,95421,Pending,No
362901,Comcast business internet is much more expensive that home internet.,24-06-2015,17:16:41,Internet,Centennial,Colorado,80112,Solved,No
357454,Comcast Internet Usage Cap,23-06-2015,02:37:42,Internet,Central City,Kentucky,42330,Solved,No
316295,Comcast poor service,06-01-2015,10:19:34,Customer Care Call,Ceresco,Michigan,49033,Solved,No
293621,Comcast Corporation Data Caps,16-05-2015,18:49:41,Customer Care Call,Chamblee,Georgia,30341,Solved,No
353861,comcast throttling my internet service,20-06-2015,14:11:05,Customer Care Call,Champaign,Illinois,61821,Pending,No
219355,billing/service issues,04-06-2015,12:39:13,Customer Care Call,Charleston,South Carolina,29422,Closed,No
244252,Unethical Charges,20-04-2015,10:30:43,Customer Care Call,Charleston,South Carolina,29414,Closed,No
327188,Comcast Data Cap,06-06-2015,23:01:47,Customer Care Call,Charleston,South Carolina,29414,Solved,No
327649,Comcast wrongfully autodrafted a final bill that was not yet adjusted,06-07-2015,20:27:03,Customer Care Call,Charleston,South Carolina,29403,Closed,Yes
327672,Comcast Internet,06-07-2015,21:26:44,Internet,Charleston,South Carolina,48230,Open,No
359201,Comcast data cap at 300GB,23-06-2015,16:18:01,Customer Care Call,Charleston,South Carolina,29405,Pending,No
360047,Internet speeds are throttled,23-06-2015,20:16:37,Customer Care Call,Charleston,South Carolina,29403,Solved,No
362066,Complex situation prevents bundling discounts and drives service price up,24-06-2015,14:10:36,Customer Care Call,Charlottesville,Virginia,22901,Solved,No
360715,Comcast Internet prices & speeds,24-06-2015,01:29:55,Internet,Chaska,Minnesota,55318,Closed,No
267602,Comcast overcharging,30-04-2015,20:48:20,Internet,Chatham,New Jersey,7928,Closed,No
238543,Reimbursement I've never recieved,16-04-2015,07:47:20,Customer Care Call,Chelsea,Massachusetts,2150,Closed,No
346941,constant internet issues,17-06-2015,18:32:38,Internet,Chelsea,Massachusetts,2150,Solved,No
367115,Xfinity,25-06-2015,21:22:56,Customer Care Call,Cherry Hill,New Jersey,8003,Solved,No
367381,Xfinity/Comcast,26-06-2015,05:05:21,Internet,Chesapeake Beach,Maryland,20732,Solved,No
234266,Comcast Hard Inquiries,14-04-2015,11:40:15,Internet,Chester,Virginia,23831,Closed,No
314287,comcast jamming signal,29-05-2015,18:18:34,Internet,Chester,Virginia,23831,Pending,No
262351,Comcast lied to me,28-04-2015,17:02:40,Customer Care Call,Chesterfield,Virginia,23832,Closed,No
321744,Terrible customer service and process,06-03-2015,16:54:49,Customer Care Call,Chesterfield,Virginia,23832,Closed,No
223190,Comcast & HBO GO on PS4,04-08-2015,01:38:38,Customer Care Call,Chicago,Illinois,60657,Closed,No
226269,Run around,04-09-2015,12:34:45,Internet,Chicago,Illinois,60639,Closed,No
232709,Comcast Service and Customer service issues,13-04-2015,15:41:50,Internet,Chicago,Illinois,60647,Closed,No
232829,Comcast pricing scam,13-04-2015,16:19:33,Internet,Chicago,Illinois,60618,Closed,No
261661,Comcast Disconnect,28-04-2015,14:06:40,Internet,Chicago,Illinois,60609,Closed,No
214441,COMCAST THROTTLING SPEEDS AND DATA CAPS,04-02-2015,14:20:18,Internet,Chicago,Illinois,60657,Closed,No
216141,Closed Captioning of Online Videos,04-03-2015,11:59:50,Internet,Chicago,Illinois,60638,Solved,No
231532,Comcast problems,13-04-2015,00:24:21,Customer Care Call,Chicago,Illinois,60612,Closed,No
246073,Removed discount after I complained about an unauthorized charge,20-04-2015,21:14:38,Customer Care Call,Chicago,Illinois,60622,Closed,No
260565,complaint regarding Comcast,28-04-2015,02:12:49,Internet,Chicago,Illinois,60641,Closed,No
267753,COMCAST INTERNET CONNECTION CHEAT,30-04-2015,23:10:36,Customer Care Call,Chicago,Illinois,60612,Closed,Yes
266647,Wireless Signal issues/frequent connection drop,30-04-2015,14:33:37,Internet,Chicago,Illinois,60630,Closed,No
268909,"Comcast is ripping me off, and I can't be quiet anymore",05-01-2015,14:57:40,Internet,Chicago,Illinois,60610,Solved,No
278392,Billing Dispute,05-07-2015,14:13:45,Customer Care Call,Chicago,Illinois,60608,Solved,No
279767,complaint about Comcast,05-08-2015,10:18:35,Customer Care Call,Chicago,Illinois,60625,Solved,No
284044,Comcast,05-11-2015,16:27:10,Internet,Chicago,Illinois,60657,Closed,No
285615,Internet Speeds Not as Advertised,05-12-2015,13:23:23,Customer Care Call,Chicago,Illinois,60622,Open,No
288996,Comcast & Sony Playstation Devices,13-05-2015,22:40:11,Customer Care Call,Chicago,Illinois,60613,Solved,Yes
292575,Comcast Wifi Issues,15-05-2015,17:32:37,Internet,Chicago,Illinois,60630,Solved,No
304026,Comcast Internet,22-05-2015,17:42:50,Internet,Chicago,Illinois,60618,Solved,No
303128,comcast,22-05-2015,11:34:30,Customer Care Call,Chicago,Illinois,60645,Solved,No
305594,Comcast is giving me poor quality customer service.,25-05-2015,03:05:36,Customer Care Call,Chicago,Illinois,60626,Open,No
317887,Comcast no show tech,06-01-2015,20:47:07,Customer Care Call,Chicago,Illinois,60660,Closed,No
318605,Comcast internet,06-02-2015,12:22:55,Internet,Chicago,Illinois,60614,Closed,No
325959,horrible service charges for tech/installation applied when they shouldnt have,06-05-2015,16:59:04,Internet,Chicago,Illinois,60620,Solved,Yes
327275,Slow Internet/ Billing/ poor customer service of your complaints,06-07-2015,09:04:12,Customer Care Call,Chicago,Illinois,60620,Closed,No
329685,no service,06-08-2015,22:55:30,Internet,Chicago,Illinois,60620,Solved,No
331541,Comcast Outages,06-09-2015,19:47:13,Customer Care Call,Chicago,Illinois,60611,Solved,No
330456,comcast internet connection and speed,06-09-2015,13:38:18,Customer Care Call,Chicago,Illinois,60612,Closed,Yes
330180,Comcast Cable & Internet,06-09-2015,12:12:48,Internet,Chicago,Illinois,60611,Solved,No
339886,comcast: no service for one month,14-06-2015,12:27:53,Customer Care Call,Chicago,Illinois,60657,Solved,No
341405,Comcast,15-06-2015,15:01:35,Internet,Chicago,Illinois,60657,Solved,No
342222,Comcast did not remove charge for over a year,15-06-2015,19:54:39,Customer Care Call,Chicago,Illinois,60625,Solved,No
343753,Comcast charging for services not rendered,16-06-2015,15:44:58,Customer Care Call,Chicago,Illinois,60637,Solved,No
347598,price inflation due to monopoly of Comcast,17-06-2015,22:38:05,Internet,Chicago,Illinois,60646,Solved,No
